additions,additions_avg,additions_max,avg_play_size,avg_task_size,change_set_avg,change_set_max,code_churn_avg,code_churn_count,code_churn_max,commit,commits_count,committed_at,contributors_count,deletions,deletions_avg,deletions_max,failure_prone,filepath,highest_contributor_experience,hunks_median,lines_blank,lines_code,lines_comment,minor_contributors_count,num_authorized_key,num_block_error_handling,num_blocks,num_commands,num_conditions,num_decisions,num_deprecated_keywords,num_deprecated_modules,num_distinct_modules,num_external_modules,num_fact_modules,num_file_exists,num_file_mode,num_file_modules,num_filters,num_ignore_errors,num_import_playbook,num_import_role,num_import_tasks,num_include,num_include_role,num_include_tasks,num_include_vars,num_keys,num_lookups,num_loops,num_math_operations,num_names_with_vars,num_parameters,num_paths,num_plays,num_prompts,num_regex,num_roles,num_suspicious_comments,num_tasks,num_tokens,num_unique_names,num_uri,num_vars,text_entropy,delta_avg_play_size,delta_avg_task_size,delta_lines_blank,delta_lines_code,delta_lines_comment,delta_num_authorized_key,delta_num_block_error_handling,delta_num_blocks,delta_num_commands,delta_num_conditions,delta_num_decisions,delta_num_deprecated_keywords,delta_num_deprecated_modules,delta_num_distinct_modules,delta_num_external_modules,delta_num_fact_modules,delta_num_file_exists,delta_num_file_mode,delta_num_file_modules,delta_num_filters,delta_num_ignore_errors,delta_num_import_playbook,delta_num_import_role,delta_num_import_tasks,delta_num_include,delta_num_include_role,delta_num_include_tasks,delta_num_include_vars,delta_num_keys,delta_num_lookups,delta_num_loops,delta_num_math_operations,delta_num_names_with_vars,delta_num_parameters,delta_num_paths,delta_num_plays,delta_num_prompts,delta_num_regex,delta_num_roles,delta_num_suspicious_comments,delta_num_tasks,delta_num_tokens,delta_num_unique_names,delta_num_uri,delta_num_vars,delta_text_entropy,repository
0,0,0,0,6,0,1,0,0,0,f791f2302bddf69a622da9c7e049666c3beeea02,0,2017-07-12 21:30:02-07:00,0,0,0,0,1,tasks/extensions/postgis.yml,0,0,2,13,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0,2,0,1,4,0,0,0,0,0,0,2,40,2,0,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANXS/postgresql
1,1,1,0,8,0,1,0,0,0,f791f2302bddf69a622da9c7e049666c3beeea02,1,2017-07-12 21:30:02-07:00,1,1,1,1,1,tasks/configure.yml,100,1,18,143,6,0,0,0,0,5,14,15,1,0,18,0,0,0,7,6,3,0,0,0,0,0,0,0,0,118,0,2,0,5,42,10,0,0,0,0,0,18,597,21,0,7,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,ANXS/postgresql
0,0,0,0,10,0,1,0,0,0,f791f2302bddf69a622da9c7e049666c3beeea02,0,2017-07-12 21:30:02-07:00,0,0,0,0,1,tasks/extensions/dev_headers.yml,0,0,2,17,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0,4,0,0,0,0,0,0,2,67,3,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANXS/postgresql
0,0,0,0,4,0,1,0,0,0,f791f2302bddf69a622da9c7e049666c3beeea02,0,2017-07-12 21:30:02-07:00,0,0,0,0,1,handlers/main.yml,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,1,10,2,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANXS/postgresql
0,0,0,0,8,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,0,tasks/security.yml,0,0,6,35,5,0,0,0,0,0,12,8,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,29,0,5,0,0,0,0,0,0,0,0,0,5,184,1,0,0,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,7,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,1,tasks/selenium.yml,0,0,5,24,6,0,0,0,0,0,12,6,0,0,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,2,4,126,0,0,0,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,56,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,1,meta/ansigenome.yml,0,0,10,53,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,9,0,1,146,2,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
23,23,23,0,9,3,21,20,20,20,e022050a5c86d18bcb2734b37b2d7613f47a2c29,1,2018-09-18 12:45:46+02:00,1,3,3,3,0,tasks/python2.yml,100,7,27,187,26,0,0,0,0,1,46,24,0,0,16,6,0,0,0,0,6,9,0,0,0,0,0,0,0,146,0,20,0,14,29,0,0,0,0,0,1,22,682,19,0,1,5.93,0,-1,3,16,1,0,0,0,1,9,5,0,0,1,2,0,0,0,0,2,-1,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,3,92,0,0,1,0.12,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,8,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,0,tasks/browser.yml,0,0,13,45,29,0,0,0,0,0,27,16,0,0,2,5,0,0,0,2,4,2,0,0,0,0,0,0,0,39,0,4,0,0,0,0,0,0,0,0,3,7,233,1,0,0,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
33,33,33,0,9,3,21,31,31,31,e022050a5c86d18bcb2734b37b2d7613f47a2c29,1,2018-09-18 12:45:46+02:00,1,2,2,2,0,tasks/quality.yml,100,3,11,72,11,0,0,0,0,0,20,15,0,0,1,8,0,0,0,0,8,9,0,0,0,0,0,0,0,55,0,9,0,0,0,0,0,0,0,0,1,9,302,7,0,0,5.42,0,0,4,21,6,0,0,0,0,2,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,1,2,66,0,0,0,0.14,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,3,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,0,tasks/jdk8-tasks.yml,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
19,10,18,0,13,3,21,7,14,14,e022050a5c86d18bcb2734b37b2d7613f47a2c29,2,2018-09-18 12:45:46+02:00,1,5,2,4,1,tasks/perl.yml,100,3.5,25,208,54,0,0,0,0,7,36,21,0,0,7,11,0,0,0,0,11,2,0,0,0,0,0,0,0,90,0,14,0,0,0,0,0,0,0,0,3,18,625,11,0,3,6.66,0,0,1,12,1,0,0,0,1,7,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,2,73,-1,0,1,-0.06,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,18,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,0,tasks/qa.yml,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,32,1,0,0,4.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,6,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,1,tasks/docker.yml,0,0,22,80,46,0,0,0,0,5,20,12,0,0,12,1,0,0,0,0,1,5,0,0,0,0,0,0,0,69,0,4,0,2,6,0,0,0,1,0,1,13,314,11,0,3,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
8,8,8,0,12,3,21,8,8,8,e022050a5c86d18bcb2734b37b2d7613f47a2c29,1,2018-09-18 12:45:46+02:00,1,0,0,0,1,tasks/java.yml,100,1,19,63,34,0,0,0,0,1,30,24,0,0,4,5,0,0,0,0,4,2,0,0,0,0,0,0,0,97,0,5,0,0,0,0,0,0,0,0,3,9,411,22,0,0,6.36,0,-1,1,7,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0.01,AlbanAndrieu/ansible-jenkins-slave
11,11,11,0,8,3,21,9,9,9,e022050a5c86d18bcb2734b37b2d7613f47a2c29,1,2018-09-18 12:45:46+02:00,1,2,2,2,1,tasks/flash.yml,100,2,10,69,2,0,0,0,0,1,17,8,0,0,7,3,0,0,1,2,1,5,0,0,0,0,0,0,0,52,0,3,0,1,2,0,0,0,0,0,0,10,264,9,0,1,6.1,0,0,1,7,1,0,0,0,0,1,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,30,-1,0,0,0.01,AlbanAndrieu/ansible-jenkins-slave
41,14,19,0,7,3,21,11,32,13,e022050a5c86d18bcb2734b37b2d7613f47a2c29,3,2018-09-18 12:45:46+02:00,1,9,3,6,1,tasks/python35.yml,100,3,23,91,44,0,0,0,0,2,26,18,0,0,12,2,0,0,0,0,4,4,0,0,0,0,0,0,0,79,0,6,0,4,16,0,0,0,0,0,2,14,405,14,0,1,6.41,0,0,3,12,17,0,0,0,1,13,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,2,97,2,0,1,0.25,AlbanAndrieu/ansible-jenkins-slave
5,5,5,0,8,3,21,2,2,2,e022050a5c86d18bcb2734b37b2d7613f47a2c29,1,2018-09-18 12:45:46+02:00,1,3,3,3,1,tasks/dev.yml,100,4,17,61,27,0,0,0,0,3,29,19,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,51,0,7,0,0,6,0,0,0,0,0,1,10,309,9,0,0,5.71,0,1,0,0,2,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0.06,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,3,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,0,tasks/jdk7-tasks.yml,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
15,5,9,0,4,3,21,4,11,9,e022050a5c86d18bcb2734b37b2d7613f47a2c29,3,2018-09-18 12:45:46+02:00,1,4,1,2,1,tasks/main.yml,100,2,73,233,48,0,0,0,0,0,57,23,0,0,51,11,0,0,11,7,11,12,0,0,27,0,0,0,1,210,0,13,0,1,7,2,0,0,2,0,4,62,983,26,0,1,6.91,0,0,2,9,0,0,0,0,0,5,4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,2,43,1,0,0,0,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,4,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,0,tasks/maven-legacy.yml,0,0,31,105,2,0,0,0,0,0,0,0,0,0,24,6,0,0,0,18,0,15,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,30,432,30,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
7,4,6,0,8,3,21,2,4,4,e022050a5c86d18bcb2734b37b2d7613f47a2c29,2,2018-09-18 12:45:46+02:00,1,3,2,2,1,tasks/brew.yml,100,2.5,10,51,13,0,0,0,0,2,9,4,0,0,3,4,0,0,0,0,3,3,0,0,0,0,0,0,0,40,0,4,0,1,3,0,0,0,0,0,0,7,194,8,0,0,5.68,0,1,0,3,1,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0.02,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,6,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,0,tasks/tmp.yml,0,0,6,25,8,0,0,0,0,0,9,4,0,0,3,2,0,0,0,0,2,4,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,1,5,130,5,0,0,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
37,4,12,0,8,3,21,-1,-5,7,e022050a5c86d18bcb2734b37b2d7613f47a2c29,9,2018-09-18 12:45:46+02:00,1,42,5,26,0,tasks/nodejs.yml,100,2,21,97,33,0,0,0,0,4,59,54,0,0,7,8,0,0,0,1,7,6,0,0,0,0,0,0,0,78,0,9,0,0,0,0,0,0,0,0,3,15,563,11,0,0,6.13,0,-2,2,-12,5,0,0,0,2,9,8,0,0,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,53,0,0,0,-0.03,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,8,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,1,tasks/git.yml,0,0,10,51,17,0,0,0,0,2,18,11,0,0,4,4,0,0,2,0,4,0,0,0,0,0,0,0,0,45,0,4,0,0,5,2,0,0,0,0,0,8,239,3,0,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,4,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,0,tasks/yarn.yml,0,0,6,13,23,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,3,52,3,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,5,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,1,tasks/java-legacy.yml,0,0,25,91,9,0,0,0,0,0,14,18,0,0,16,6,0,2,2,4,5,0,0,0,2,0,0,0,0,91,0,0,0,3,0,0,0,0,0,0,1,22,496,14,0,8,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,13,3,21,-9,-9,-9,e022050a5c86d18bcb2734b37b2d7613f47a2c29,1,2018-09-18 12:45:46+02:00,1,9,9,9,1,tasks/shell.yml,100,1,9,61,23,0,0,0,0,1,13,8,0,0,2,4,0,0,0,0,5,4,0,0,0,0,0,0,0,56,0,5,0,1,4,1,0,0,0,0,1,6,241,4,0,0,6.04,0,1,-1,-8,0,0,0,0,0,-3,-2,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-6,0,-1,0,0,0,0,0,0,0,0,0,-1,-40,1,0,0,0.02,AlbanAndrieu/ansible-jenkins-slave
24,12,13,0,9,3,21,-14,-27,-6,e022050a5c86d18bcb2734b37b2d7613f47a2c29,2,2018-09-18 12:45:46+02:00,1,51,26,34,1,tasks/cpp.yml,100,4.5,97,522,214,0,0,0,0,0,197,126,0,0,9,65,0,0,0,0,68,11,0,0,0,0,0,0,0,414,0,74,0,3,8,0,0,0,0,0,9,74,2730,52,0,0,5.97,0,0,-2,-17,-8,0,0,0,0,-5,-3,0,0,0,-2,0,0,0,0,-2,-1,0,0,0,0,0,0,0,-11,0,-2,0,0,0,0,0,0,0,0,-1,-2,-68,-6,0,0,-0.01,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,8,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,0,tasks/hdd.yml,0,0,18,19,73,0,0,0,0,1,8,4,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,2,3,80,1,0,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
0,0,0,0,23,3,21,0,0,0,e022050a5c86d18bcb2734b37b2d7613f47a2c29,0,2018-09-18 12:45:46+02:00,0,0,0,0,0,meta/main.yml,0,0,1,23,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,34,1,0,0,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-jenkins-slave
