additions,additions_avg,additions_max,avg_play_size,avg_task_size,change_set_avg,change_set_max,code_churn_avg,code_churn_count,code_churn_max,commit,commits_count,committed_at,contributors_count,deletions,deletions_avg,deletions_max,failure_prone,filepath,highest_contributor_experience,hunks_median,lines_blank,lines_code,lines_comment,minor_contributors_count,num_authorized_key,num_block_error_handling,num_blocks,num_commands,num_conditions,num_decisions,num_deprecated_keywords,num_deprecated_modules,num_distinct_modules,num_external_modules,num_fact_modules,num_file_exists,num_file_mode,num_file_modules,num_filters,num_ignore_errors,num_import_playbook,num_import_role,num_import_tasks,num_include,num_include_role,num_include_tasks,num_include_vars,num_keys,num_lookups,num_loops,num_math_operations,num_names_with_vars,num_parameters,num_paths,num_plays,num_prompts,num_regex,num_roles,num_suspicious_comments,num_tasks,num_tokens,num_unique_names,num_uri,num_vars,text_entropy,delta_avg_play_size,delta_avg_task_size,delta_lines_blank,delta_lines_code,delta_lines_comment,delta_num_authorized_key,delta_num_block_error_handling,delta_num_blocks,delta_num_commands,delta_num_conditions,delta_num_decisions,delta_num_deprecated_keywords,delta_num_deprecated_modules,delta_num_distinct_modules,delta_num_external_modules,delta_num_fact_modules,delta_num_file_exists,delta_num_file_mode,delta_num_file_modules,delta_num_filters,delta_num_ignore_errors,delta_num_import_playbook,delta_num_import_role,delta_num_import_tasks,delta_num_include,delta_num_include_role,delta_num_include_tasks,delta_num_include_vars,delta_num_keys,delta_num_lookups,delta_num_loops,delta_num_math_operations,delta_num_names_with_vars,delta_num_parameters,delta_num_paths,delta_num_plays,delta_num_prompts,delta_num_regex,delta_num_roles,delta_num_suspicious_comments,delta_num_tasks,delta_num_tokens,delta_num_unique_names,delta_num_uri,delta_num_vars,delta_text_entropy,repository
10,10,10,6,0,6,20,10,10,10,69d06b52cd0852ed6f964acd63893630eb52bdcf,1,2018-02-19 17:46:56+01:00,1,0,0,0,0,playbooks/swap.yml,100,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,13,0,0,0,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlbanAndrieu/ansible-nabla
0,0,0,5,0,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/windows.yml,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,10,1,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
0,0,0,7,0,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/webmin.yml,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,14,1,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
3,1,1,7,3,6,20,-32,-96,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,3,2018-02-19 17:46:56+01:00,1,99,33,97,0,playbooks/nabla.yml,100,1,101,259,246,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,1,2,0,0,1,0,0,0,231,0,0,0,0,0,0,37,0,0,30,1,5,579,37,0,42,6.81,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
0,0,0,10,0,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/jenkins-swarm.yml,0,0,5,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,0,25,1,0,0,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
0,0,0,6,3,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,1,playbooks/nodejs.yml,0,0,5,25,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,0,0,1,0,3,78,4,0,0,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
0,0,0,22,0,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/wordpress.yml,0,0,3,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,1,2,0,52,1,0,0,5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
0,0,0,7,0,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/awstats.yml,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,13,1,0,1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
0,0,0,8,3,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/subversion.yml,0,0,6,35,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,4,0,0,1,0,3,104,4,0,10,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
34,34,34,38,2,6,20,32,32,32,69d06b52cd0852ed6f964acd63893630eb52bdcf,1,2018-02-19 17:46:56+01:00,1,2,2,2,0,playbooks/jenkins-master.yml,100,6,14,286,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,64,0,0,0,0,0,0,8,0,0,3,0,4,412,7,0,21,8.22,-33,0,7,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,2,0,0,43,2,0,7,0.05,AlbanAndrieu/ansible-nabla
4,2,3,17,3,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,2,2018-02-19 17:46:56+01:00,1,4,2,3,0,playbooks/mac.yml,100,1,8,69,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,0,0,1,0,3,120,4,0,1,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
0,0,0,9,0,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/tomcat.yml,0,0,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,16,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
0,0,0,5,0,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/private-bower.yml,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,10,1,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
0,0,0,7,2,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/dropbox.yml,0,0,5,30,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,4,0,0,1,0,4,95,4,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
37,37,37,10,5,6,20,-7,-7,-7,69d06b52cd0852ed6f964acd63893630eb52bdcf,1,2018-02-19 17:46:56+01:00,1,44,44,44,0,playbooks/docker-registry.yml,100,10,16,72,12,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,2,0,0,0,0,0,0,67,0,0,0,0,27,0,7,0,0,0,0,12,196,19,0,0,6.02,-2,1,-3,-1,-3,0,0,0,-4,0,0,0,0,-2,1,0,0,0,0,0,-4,1,0,0,0,0,0,0,-1,0,0,0,0,11,0,1,0,0,0,-1,-1,-36,-2,0,0,-0.38,AlbanAndrieu/ansible-nabla
0,0,0,7,0,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/ruby.yml,0,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,15,1,0,1,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
36,36,36,6,2,6,20,36,36,36,69d06b52cd0852ed6f964acd63893630eb52bdcf,1,2018-02-19 17:46:56+01:00,1,0,0,0,0,playbooks/yarn.yml,100,1,6,25,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,0,0,1,0,4,90,4,0,0,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlbanAndrieu/ansible-nabla
4,2,3,9,3,6,20,0,1,1,69d06b52cd0852ed6f964acd63893630eb52bdcf,2,2018-02-19 17:46:56+01:00,1,3,2,3,0,playbooks/workstation.yml,100,2,26,100,28,0,0,0,0,1,6,1,0,0,7,2,0,0,0,0,0,3,0,0,0,0,0,0,0,89,0,0,0,0,0,0,11,0,0,6,1,9,306,17,0,16,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.01,AlbanAndrieu/ansible-nabla
2,2,2,15,4,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,1,2018-02-19 17:46:56+01:00,1,2,2,2,0,playbooks/certificate.yml,100,2,34,131,38,0,0,0,0,0,0,0,0,0,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,126,0,1,0,0,3,2,9,0,0,3,1,7,378,15,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,AlbanAndrieu/ansible-nabla
5,5,5,14,3,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,1,2018-02-19 17:46:56+01:00,1,5,5,5,0,playbooks/logstash.yml,100,3,12,70,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,5,0,0,2,0,3,173,5,0,40,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
121,24,108,7,3,6,20,14,68,65,69d06b52cd0852ed6f964acd63893630eb52bdcf,5,2018-02-19 17:46:56+01:00,1,53,11,43,0,playbooks/jenkins-slave.yml,100,2,50,173,35,0,0,0,0,1,6,1,0,0,7,2,0,0,0,0,0,3,8,0,0,0,0,0,0,152,0,0,0,0,0,0,25,0,0,12,1,9,453,23,0,36,7.29,-3,0,24,58,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,54,0,0,0,0,0,0,14,0,0,6,0,0,117,6,0,17,0.1,AlbanAndrieu/ansible-nabla
0,0,0,16,0,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/mon.yml,0,0,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,1,0,0,30,1,0,10,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
0,0,0,8,3,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/kibana.yml,0,0,7,33,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,4,0,0,1,0,3,96,4,0,9,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
0,0,0,6,0,6,20,0,0,0,69d06b52cd0852ed6f964acd63893630eb52bdcf,0,2018-02-19 17:46:56+01:00,0,0,0,0,0,playbooks/jboss.yml,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,12,1,0,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlbanAndrieu/ansible-nabla
